employee_id,age,gender,department,years_of_experience,salary,performance_score,training_hours,job_satisfaction,last_promotion
394,30.0,Female,IT,12.0,122943.0,3.0,28.0,,10.0
395,24.0,Male,Finance,0.0,44838.0,6.0,23.0,2.0,5.0
396,53.0,Male,Sales,11.0,91671.0,8.0,10.0,4.0,0.0
397,62.0,Female,IT,10.0,131224.0,9.0,,5.0,
398,37.0,Male,Marketing,20.0,116765.0,4.0,14.0,2.0,5.0
399,18.0,Male,Marketing,7.0,99703.0,1.0,21.0,,10.0
400,25.0,Female,Finance,13.0,52615.0,8.0,26.0,1.0,6.0
401,63.0,Female,,13.0,83775.0,10.0,33.0,4.0,4.0
402,33.0,Male,,19.0,71845.0,3.0,32.0,3.0,1.0
403,31.0,Male,IT,16.0,126705.0,6.0,20.0,4.0,3.0
404,29.0,Male,IT,18.0,,4.0,23.0,2.0,4.0
405,40.0,Male,Finance,19.0,61158.0,6.0,19.0,5.0,
406,32.0,Female,Sales,20.0,95043.0,3.0,,4.0,9.0
407,45.0,Male,Finance,,129762.0,7.0,36.0,3.0,
408,51.0,Female,HR,16.0,115715.0,2.0,36.0,,8.0
409,19.0,Female,Marketing,5.0,106883.0,5.0,32.0,,1.0
410,49.0,Male,Sales,13.0,131714.0,3.0,30.0,1.0,1.0
411,40.0,Male,IT,17.0,83176.0,5.0,,4.0,1.0
412,39.0,Female,HR,16.0,85421.0,3.0,21.0,5.0,1.0
413,,Female,HR,5.0,63330.0,9.0,29.0,3.0,
414,,Female,Marketing,4.0,78145.0,8.0,4.0,5.0,6.0
415,39.0,Male,IT,,85244.0,2.0,40.0,4.0,0.0
416,59.0,Female,Sales,15.0,102528.0,8.0,,5.0,
417,23.0,Female,IT,20.0,107754.0,8.0,12.0,5.0,
418,32.0,Female,Marketing,8.0,70564.0,10.0,8.0,3.0,5.0
419,60.0,Male,HR,11.0,125867.0,3.0,13.0,4.0,0.0
420,54.0,Female,Marketing,9.0,133963.0,10.0,16.0,5.0,
421,50.0,Female,Finance,12.0,,5.0,34.0,,8.0
422,25.0,Male,HR,,,2.0,17.0,2.0,8.0
423,61.0,Female,Marketing,15.0,79496.0,10.0,11.0,1.0,0.0
424,61.0,Male,Sales,16.0,92469.0,6.0,40.0,5.0,0.0
425,22.0,Male,Sales,15.0,32716.0,2.0,15.0,4.0,4.0
426,56.0,Male,Sales,,62361.0,4.0,29.0,1.0,
427,21.0,Female,Finance,15.0,57254.0,3.0,12.0,4.0,6.0
428,23.0,Male,IT,,72632.0,1.0,,1.0,
429,62.0,Male,Sales,11.0,133964.0,8.0,11.0,4.0,
430,49.0,Female,Finance,4.0,93141.0,8.0,33.0,5.0,0.0
431,47.0,Male,Sales,10.0,135536.0,,32.0,3.0,5.0
432,64.0,Female,,4.0,139623.0,6.0,5.0,1.0,9.0
433,52.0,Female,Sales,10.0,51277.0,1.0,17.0,4.0,
434,57.0,Female,,1.0,47503.0,,2.0,,
435,33.0,Female,Marketing,18.0,105640.0,1.0,5.0,4.0,0.0
436,30.0,Female,,16.0,130566.0,3.0,35.0,4.0,
437,,Male,Marketing,18.0,145430.0,9.0,21.0,3.0,9.0
438,47.0,Female,Sales,11.0,116921.0,,,4.0,8.0
439,36.0,Male,IT,19.0,62235.0,2.0,,1.0,9.0
440,34.0,Female,Marketing,,106180.0,4.0,1.0,5.0,5.0
441,36.0,Male,,,51687.0,7.0,,2.0,1.0
442,45.0,Female,Sales,15.0,78409.0,8.0,14.0,,5.0
443,43.0,Female,Sales,0.0,139264.0,1.0,,2.0,8.0
444,54.0,,Finance,1.0,70098.0,1.0,37.0,5.0,
445,43.0,Male,IT,9.0,143752.0,5.0,7.0,2.0,
446,40.0,Male,HR,1.0,63550.0,8.0,7.0,,4.0
447,26.0,Female,Sales,9.0,62864.0,1.0,38.0,1.0,
448,29.0,Female,Finance,17.0,38778.0,3.0,35.0,3.0,6.0
449,18.0,Male,HR,0.0,59783.0,6.0,19.0,4.0,
450,18.0,Other,Sales,4.0,85813.0,1.0,36.0,4.0,1.0
451,64.0,Female,,11.0,126923.0,3.0,7.0,3.0,7.0
452,51.0,Male,Finance,16.0,108910.0,1.0,13.0,3.0,8.0
453,49.0,Female,Marketing,18.0,75596.0,4.0,,3.0,9.0
454,65.0,Female,IT,17.0,51295.0,9.0,34.0,3.0,7.0
455,42.0,Male,HR,12.0,,5.0,24.0,3.0,5.0
456,57.0,Male,Finance,2.0,79081.0,3.0,17.0,4.0,8.0
457,62.0,Female,Sales,20.0,55492.0,,20.0,,7.0
458,18.0,Female,Sales,9.0,49733.0,7.0,36.0,1.0,3.0
459,33.0,,HR,13.0,139082.0,6.0,30.0,4.0,
460,56.0,Female,Marketing,7.0,,9.0,5.0,5.0,
461,,Female,Marketing,9.0,141950.0,4.0,19.0,4.0,
462,39.0,Female,Finance,1.0,65256.0,4.0,27.0,4.0,8.0
463,46.0,Male,Finance,12.0,82945.0,9.0,,2.0,10.0
464,20.0,Female,Marketing,4.0,103353.0,2.0,35.0,3.0,3.0
465,29.0,Male,Finance,10.0,114757.0,,39.0,5.0,0.0
466,43.0,Male,Marketing,0.0,94683.0,2.0,25.0,2.0,
467,33.0,Male,HR,,144687.0,9.0,12.0,1.0,8.0
468,54.0,Female,Finance,12.0,147074.0,7.0,,5.0,
469,39.0,Female,Marketing,3.0,135700.0,5.0,33.0,5.0,8.0
470,46.0,Male,Finance,20.0,48225.0,5.0,,2.0,6.0
471,31.0,Female,Sales,9.0,88546.0,9.0,33.0,5.0,
472,45.0,Male,Sales,11.0,38064.0,10.0,15.0,,10.0
473,22.0,Male,IT,13.0,133073.0,5.0,22.0,4.0,
474,64.0,Other,Marketing,2.0,43986.0,9.0,22.0,3.0,8.0
475,47.0,Female,IT,1.0,71689.0,8.0,,2.0,2.0
476,63.0,Male,Marketing,,95852.0,6.0,24.0,4.0,4.0
477,22.0,Female,Finance,10.0,86605.0,5.0,28.0,5.0,
478,29.0,Male,Marketing,20.0,62843.0,5.0,35.0,5.0,7.0
479,33.0,Male,Sales,6.0,116989.0,5.0,14.0,4.0,10.0
480,43.0,Female,Finance,17.0,74006.0,1.0,36.0,2.0,
481,43.0,Female,Sales,13.0,62195.0,5.0,34.0,,3.0
482,65.0,Male,Finance,6.0,30203.0,3.0,38.0,1.0,6.0
483,38.0,Female,Marketing,6.0,70663.0,6.0,36.0,2.0,8.0
484,56.0,Female,Marketing,8.0,102103.0,9.0,,4.0,9.0
485,53.0,Male,Sales,11.0,76814.0,3.0,27.0,1.0,10.0
486,50.0,Female,HR,5.0,75248.0,1.0,29.0,5.0,1.0
487,47.0,Female,Marketing,6.0,37460.0,8.0,6.0,4.0,8.0
488,54.0,Female,HR,3.0,148463.0,9.0,3.0,3.0,5.0
489,40.0,Female,Finance,15.0,123056.0,10.0,6.0,3.0,
490,27.0,Female,HR,6.0,87230.0,4.0,32.0,2.0,3.0
491,22.0,Male,Sales,,86076.0,10.0,17.0,1.0,4.0
492,,Female,IT,7.0,84710.0,5.0,,1.0,
493,51.0,Female,IT,19.0,93788.0,3.0,34.0,5.0,
494,48.0,Male,Sales,2.0,34355.0,8.0,36.0,2.0,7.0
495,27.0,Female,IT,8.0,61935.0,3.0,4.0,1.0,5.0
496,36.0,Female,Sales,,147739.0,4.0,,4.0,
497,49.0,Female,Marketing,12.0,32663.0,10.0,9.0,5.0,0.0
498,18.0,Male,HR,6.0,71391.0,7.0,24.0,1.0,6.0
499,22.0,Male,IT,19.0,122875.0,2.0,21.0,3.0,5.0
500,62.0,Female,Marketing,20.0,124903.0,1.0,30.0,3.0,3.0
501,21.0,Male,IT,14.0,49546.0,4.0,22.0,1.0,
502,33.0,Female,Finance,,,8.0,27.0,3.0,
503,41.0,Male,Sales,1.0,116998.0,1.0,14.0,4.0,
504,33.0,Male,Sales,11.0,30038.0,10.0,39.0,5.0,2.0
505,19.0,Male,Marketing,7.0,77812.0,3.0,6.0,4.0,1.0
506,45.0,Male,Finance,7.0,89862.0,4.0,37.0,3.0,9.0
507,49.0,Female,HR,12.0,40318.0,4.0,39.0,1.0,
508,44.0,Male,Finance,0.0,38920.0,3.0,14.0,1.0,9.0
509,37.0,Male,,9.0,91243.0,3.0,4.0,,1.0
510,41.0,Male,HR,20.0,147853.0,7.0,11.0,3.0,10.0
511,29.0,Female,,8.0,83931.0,,12.0,3.0,2.0
512,52.0,Male,Finance,1.0,134490.0,10.0,2.0,3.0,4.0
513,50.0,Female,IT,18.0,,4.0,18.0,2.0,9.0
514,50.0,Female,IT,13.0,114044.0,8.0,,1.0,9.0
515,60.0,Female,Finance,,109793.0,8.0,29.0,3.0,9.0
516,54.0,Female,IT,9.0,53783.0,6.0,27.0,5.0,4.0
517,29.0,Female,HR,7.0,66902.0,1.0,,2.0,6.0
518,20.0,Female,HR,13.0,127845.0,7.0,17.0,3.0,9.0
519,18.0,Male,IT,12.0,118214.0,,6.0,1.0,
520,50.0,Male,HR,5.0,66539.0,5.0,13.0,2.0,
521,57.0,Male,Sales,20.0,110847.0,6.0,23.0,4.0,10.0
522,27.0,Female,HR,12.0,101074.0,9.0,,5.0,
523,60.0,Other,Finance,,78949.0,3.0,,1.0,6.0
524,61.0,Female,Marketing,19.0,98793.0,4.0,38.0,4.0,5.0
525,46.0,Male,IT,12.0,134765.0,9.0,39.0,1.0,
526,30.0,Female,IT,18.0,76543.0,,9.0,5.0,
527,29.0,,HR,15.0,142047.0,2.0,32.0,3.0,10.0
528,48.0,Male,HR,3.0,41398.0,9.0,19.0,4.0,3.0
529,,Male,Marketing,2.0,125734.0,5.0,38.0,4.0,
530,19.0,Male,Marketing,14.0,,3.0,,2.0,10.0
531,52.0,Female,Finance,14.0,117308.0,8.0,34.0,3.0,5.0
532,40.0,Male,Sales,17.0,44772.0,9.0,27.0,5.0,9.0
533,34.0,Male,Finance,6.0,94114.0,1.0,35.0,2.0,10.0
534,43.0,Female,IT,19.0,103436.0,5.0,29.0,4.0,2.0
535,25.0,Female,HR,4.0,106326.0,,5.0,1.0,5.0
536,46.0,Female,Finance,7.0,59011.0,2.0,,5.0,2.0
537,43.0,Male,HR,9.0,139809.0,1.0,3.0,2.0,
538,27.0,Female,HR,0.0,80396.0,8.0,24.0,3.0,0.0
539,43.0,Female,Finance,10.0,,6.0,38.0,1.0,4.0
540,51.0,Male,,2.0,96193.0,2.0,10.0,2.0,1.0
541,58.0,Female,Marketing,,139461.0,,37.0,5.0,9.0
542,24.0,Male,Sales,2.0,113619.0,5.0,36.0,,1.0
543,21.0,Male,Marketing,14.0,50840.0,1.0,11.0,2.0,8.0
544,62.0,Female,Sales,16.0,85220.0,2.0,,2.0,
545,28.0,Female,Finance,17.0,119967.0,,33.0,5.0,10.0
546,46.0,Male,Sales,7.0,57619.0,7.0,17.0,3.0,
547,53.0,Female,IT,12.0,,7.0,8.0,1.0,5.0
548,42.0,Female,Marketing,9.0,94258.0,10.0,11.0,2.0,9.0
549,38.0,Female,Marketing,2.0,110061.0,5.0,8.0,5.0,10.0
550,53.0,Male,Marketing,19.0,93900.0,10.0,0.0,2.0,
551,27.0,Female,,13.0,75384.0,6.0,6.0,5.0,7.0
552,54.0,Male,HR,,59917.0,3.0,38.0,,0.0
553,26.0,Female,Finance,2.0,101499.0,2.0,33.0,2.0,8.0
554,41.0,Male,Finance,12.0,142301.0,10.0,31.0,5.0,3.0
555,52.0,Male,HR,19.0,118155.0,9.0,27.0,1.0,2.0
556,52.0,Female,Marketing,8.0,100071.0,2.0,25.0,5.0,6.0
557,65.0,Male,HR,15.0,86425.0,1.0,35.0,3.0,
558,53.0,Male,Sales,7.0,110116.0,9.0,39.0,3.0,4.0
559,35.0,Male,Marketing,11.0,143968.0,8.0,13.0,,2.0
560,56.0,Female,,11.0,74586.0,8.0,30.0,1.0,3.0
561,49.0,,,18.0,91321.0,,15.0,4.0,9.0
562,,Female,HR,16.0,94396.0,,38.0,4.0,
563,40.0,Male,IT,14.0,97512.0,3.0,10.0,1.0,4.0
564,49.0,Male,HR,17.0,87089.0,8.0,10.0,3.0,
565,54.0,Male,Marketing,6.0,,1.0,,5.0,2.0
566,29.0,Female,HR,,131973.0,1.0,11.0,2.0,5.0
567,30.0,,Finance,18.0,148880.0,6.0,8.0,5.0,6.0
568,40.0,Male,Sales,,77055.0,8.0,21.0,5.0,1.0
569,42.0,Other,IT,10.0,30937.0,8.0,37.0,,5.0
570,52.0,Female,,4.0,117516.0,10.0,,5.0,2.0
571,58.0,Male,Finance,1.0,47673.0,,2.0,4.0,9.0
572,47.0,Male,IT,0.0,132974.0,1.0,38.0,2.0,7.0
573,34.0,Female,HR,15.0,146838.0,9.0,34.0,5.0,1.0
574,37.0,Male,IT,4.0,,9.0,29.0,1.0,
575,65.0,Male,Sales,6.0,78582.0,7.0,25.0,5.0,7.0
576,42.0,Female,,,59500.0,1.0,7.0,,8.0
577,39.0,Female,IT,,87856.0,10.0,31.0,4.0,
578,30.0,Female,HR,18.0,42953.0,2.0,21.0,5.0,8.0
579,36.0,Male,HR,19.0,97052.0,8.0,,4.0,8.0
580,53.0,Male,Marketing,14.0,76340.0,8.0,1.0,1.0,7.0
581,29.0,Female,HR,6.0,73042.0,,13.0,4.0,6.0
582,58.0,Male,IT,17.0,129708.0,,4.0,3.0,5.0
583,36.0,Female,Sales,4.0,149180.0,,,1.0,10.0
584,29.0,Female,HR,20.0,101706.0,5.0,22.0,4.0,2.0
585,26.0,Male,Marketing,12.0,56507.0,3.0,12.0,5.0,7.0
586,24.0,Female,Marketing,2.0,32353.0,10.0,18.0,4.0,
587,45.0,Female,IT,5.0,41999.0,1.0,23.0,2.0,10.0
588,31.0,Female,HR,11.0,106474.0,6.0,34.0,1.0,8.0
589,48.0,Male,HR,20.0,93134.0,5.0,13.0,4.0,8.0
590,36.0,Male,Marketing,17.0,30580.0,3.0,3.0,3.0,9.0
591,64.0,Female,HR,17.0,,9.0,25.0,,9.0
592,33.0,Male,IT,3.0,103829.0,,9.0,1.0,8.0
593,22.0,Other,,,100086.0,8.0,37.0,,
594,52.0,Male,IT,13.0,75248.0,7.0,37.0,5.0,8.0
595,29.0,Female,HR,13.0,123954.0,2.0,33.0,3.0,1.0
596,42.0,Male,IT,0.0,147651.0,10.0,33.0,,0.0
597,38.0,Female,Finance,10.0,92249.0,5.0,18.0,4.0,7.0
598,53.0,Male,Finance,8.0,95834.0,5.0,2.0,2.0,5.0
599,40.0,Male,HR,,66884.0,6.0,,5.0,10.0
600,33.0,Male,HR,4.0,46428.0,,3.0,4.0,
601,56.0,Female,Sales,,37647.0,3.0,25.0,3.0,8.0
602,62.0,Male,,14.0,98079.0,4.0,10.0,5.0,8.0
603,59.0,Female,Sales,9.0,115779.0,1.0,,2.0,2.0
604,56.0,Female,HR,15.0,100314.0,1.0,8.0,5.0,1.0
605,31.0,Male,HR,3.0,93153.0,5.0,1.0,3.0,6.0
606,48.0,Female,Marketing,3.0,110094.0,4.0,13.0,4.0,
607,,Male,Sales,7.0,83546.0,7.0,2.0,5.0,9.0
608,52.0,Other,HR,5.0,82704.0,7.0,1.0,5.0,5.0
609,40.0,Female,Finance,10.0,110919.0,4.0,21.0,1.0,4.0
610,46.0,Male,Marketing,12.0,60033.0,10.0,28.0,4.0,3.0
611,60.0,Male,IT,18.0,115075.0,2.0,32.0,1.0,0.0
612,28.0,Male,Marketing,10.0,144975.0,10.0,35.0,1.0,
613,35.0,Other,IT,1.0,115625.0,4.0,9.0,3.0,
614,64.0,Male,Finance,2.0,128820.0,8.0,37.0,3.0,2.0
615,29.0,Female,IT,14.0,97737.0,2.0,20.0,2.0,
616,26.0,Male,,12.0,61000.0,5.0,30.0,4.0,
617,27.0,,,9.0,102113.0,7.0,,4.0,0.0
618,61.0,Male,IT,4.0,42629.0,10.0,2.0,3.0,10.0
619,34.0,Female,Marketing,10.0,136406.0,6.0,,3.0,5.0
620,55.0,Female,Finance,13.0,,9.0,21.0,1.0,1.0
621,24.0,Female,IT,19.0,66426.0,2.0,19.0,3.0,
622,63.0,Male,Sales,14.0,36922.0,4.0,35.0,5.0,10.0
623,30.0,Male,Marketing,12.0,99822.0,7.0,,,7.0
624,57.0,Male,Finance,2.0,123435.0,8.0,3.0,2.0,9.0
625,59.0,Female,Finance,8.0,125299.0,5.0,31.0,1.0,2.0
626,26.0,Male,HR,7.0,99472.0,5.0,7.0,5.0,5.0
627,44.0,Female,Sales,14.0,121281.0,4.0,,3.0,1.0
628,19.0,Male,Marketing,0.0,129294.0,9.0,0.0,2.0,4.0
629,22.0,Female,Marketing,1.0,,10.0,25.0,3.0,8.0
630,46.0,Female,Sales,,91049.0,4.0,8.0,5.0,6.0
631,54.0,Female,Finance,20.0,126155.0,3.0,34.0,,
632,55.0,Male,IT,16.0,37721.0,9.0,17.0,3.0,2.0
633,36.0,Male,,8.0,146539.0,7.0,18.0,,8.0
634,25.0,Male,Marketing,0.0,,9.0,15.0,5.0,3.0
635,65.0,Male,Sales,7.0,131013.0,4.0,,2.0,4.0
636,62.0,Female,,4.0,83159.0,3.0,2.0,5.0,
637,18.0,,HR,10.0,147309.0,10.0,17.0,3.0,9.0
638,,Female,HR,5.0,141870.0,8.0,12.0,2.0,4.0
639,34.0,Male,IT,16.0,97714.0,4.0,26.0,1.0,8.0
640,24.0,Female,IT,17.0,129142.0,10.0,39.0,5.0,0.0
641,42.0,Female,,17.0,125166.0,3.0,38.0,3.0,10.0
642,62.0,Female,IT,4.0,141992.0,4.0,23.0,2.0,5.0
643,21.0,Male,,4.0,39747.0,2.0,28.0,1.0,3.0
644,53.0,Male,Finance,18.0,51318.0,4.0,21.0,1.0,3.0
645,,Male,Finance,12.0,56619.0,7.0,25.0,4.0,2.0
646,48.0,Female,Finance,6.0,137929.0,3.0,19.0,4.0,
647,36.0,Female,Sales,13.0,103640.0,1.0,23.0,2.0,7.0
648,61.0,Male,IT,7.0,77746.0,10.0,11.0,5.0,3.0
649,56.0,Male,Marketing,2.0,37338.0,8.0,17.0,3.0,6.0
650,44.0,Female,HR,3.0,96704.0,6.0,11.0,5.0,7.0
651,27.0,Female,IT,9.0,110723.0,3.0,,3.0,4.0
652,43.0,,,3.0,126609.0,8.0,31.0,3.0,9.0
653,36.0,Female,IT,17.0,86500.0,6.0,22.0,,
654,56.0,Other,Marketing,11.0,96483.0,1.0,3.0,4.0,7.0
655,20.0,Female,HR,19.0,128464.0,9.0,11.0,5.0,9.0
656,62.0,Male,Marketing,19.0,124671.0,9.0,16.0,2.0,
657,30.0,Female,HR,,41323.0,9.0,20.0,3.0,3.0
658,45.0,Female,Sales,12.0,110086.0,6.0,,4.0,9.0
659,37.0,Male,Sales,11.0,98163.0,6.0,28.0,2.0,6.0
660,45.0,Female,HR,7.0,111768.0,4.0,5.0,4.0,8.0
661,25.0,Female,HR,8.0,48919.0,8.0,27.0,3.0,3.0
662,58.0,Female,Marketing,,48656.0,9.0,7.0,1.0,3.0
663,56.0,Male,Finance,8.0,148151.0,7.0,30.0,4.0,
664,18.0,Female,HR,16.0,83956.0,7.0,19.0,2.0,8.0
665,20.0,Female,IT,0.0,46544.0,2.0,15.0,5.0,3.0
666,30.0,Male,IT,5.0,80936.0,2.0,12.0,5.0,9.0
667,45.0,Female,IT,6.0,89288.0,10.0,,3.0,7.0
668,42.0,Female,Sales,8.0,118518.0,2.0,12.0,1.0,2.0
669,50.0,Female,Marketing,9.0,49566.0,4.0,1.0,4.0,1.0
670,55.0,Male,,3.0,44880.0,9.0,19.0,4.0,3.0
671,23.0,Female,IT,15.0,82776.0,5.0,27.0,,
672,61.0,Male,HR,11.0,41936.0,2.0,17.0,3.0,6.0
673,62.0,Male,IT,,126284.0,4.0,6.0,3.0,6.0
674,49.0,,HR,2.0,113947.0,7.0,20.0,2.0,
675,62.0,Male,Marketing,8.0,42198.0,,40.0,2.0,9.0
676,64.0,Female,Finance,16.0,38376.0,8.0,38.0,2.0,1.0
677,38.0,Male,HR,13.0,97432.0,1.0,8.0,3.0,3.0
678,33.0,Male,Sales,4.0,139791.0,,9.0,4.0,2.0
679,38.0,Male,,,,,30.0,,2.0
680,28.0,Other,IT,0.0,114459.0,3.0,12.0,3.0,6.0
681,54.0,Female,IT,0.0,47116.0,7.0,4.0,1.0,9.0
682,53.0,Female,HR,2.0,93295.0,10.0,39.0,5.0,5.0
683,52.0,Male,Marketing,8.0,39813.0,1.0,37.0,3.0,
684,36.0,Male,HR,5.0,,6.0,35.0,3.0,7.0
685,37.0,Other,Sales,8.0,81313.0,8.0,1.0,2.0,7.0
686,35.0,Male,IT,3.0,136873.0,2.0,5.0,4.0,
687,64.0,Male,HR,19.0,50232.0,6.0,12.0,4.0,8.0
688,58.0,Female,IT,,113228.0,1.0,28.0,5.0,2.0
689,31.0,Male,Sales,4.0,107920.0,6.0,13.0,3.0,4.0
690,32.0,Female,Finance,4.0,,6.0,,2.0,5.0
691,48.0,Female,Finance,13.0,146859.0,5.0,,,8.0
692,18.0,Male,Finance,9.0,87499.0,7.0,39.0,3.0,
693,20.0,Male,IT,15.0,69021.0,5.0,34.0,2.0,4.0
694,33.0,Male,HR,5.0,75108.0,8.0,36.0,1.0,
695,40.0,Female,IT,19.0,121814.0,2.0,6.0,1.0,10.0
696,28.0,Female,Marketing,13.0,106363.0,6.0,,5.0,3.0
697,29.0,Male,HR,17.0,115305.0,5.0,17.0,4.0,1.0
698,27.0,Male,Sales,,34821.0,10.0,7.0,4.0,8.0
699,49.0,Female,Finance,6.0,47797.0,2.0,6.0,,10.0
700,,Female,,,95580.0,7.0,33.0,3.0,2.0
701,25.0,Male,HR,,125143.0,4.0,35.0,2.0,
702,,Male,Finance,1.0,48070.0,6.0,40.0,4.0,5.0
703,29.0,Male,Sales,,35236.0,5.0,9.0,5.0,8.0
704,41.0,Female,IT,5.0,56745.0,4.0,39.0,4.0,2.0
705,,Other,IT,8.0,36625.0,2.0,28.0,4.0,7.0
706,25.0,Male,,19.0,123353.0,7.0,15.0,4.0,
707,45.0,Female,Finance,7.0,49109.0,5.0,24.0,3.0,2.0
708,53.0,,Marketing,,55999.0,3.0,28.0,5.0,2.0
709,43.0,Male,Sales,15.0,70777.0,6.0,7.0,4.0,
710,25.0,Male,IT,14.0,34014.0,8.0,19.0,4.0,0.0
711,45.0,Female,Sales,12.0,68548.0,10.0,,,1.0
712,,Female,Sales,17.0,100131.0,10.0,26.0,1.0,0.0
713,54.0,Female,Sales,5.0,71033.0,2.0,12.0,3.0,2.0
714,58.0,Male,Finance,19.0,82170.0,10.0,25.0,3.0,5.0
715,53.0,Male,Finance,8.0,69060.0,4.0,24.0,2.0,7.0
716,44.0,Male,Finance,17.0,97096.0,3.0,27.0,2.0,
717,34.0,Female,HR,6.0,88235.0,7.0,8.0,1.0,7.0
718,26.0,Male,Finance,4.0,106860.0,10.0,25.0,2.0,5.0
719,50.0,Female,HR,10.0,122001.0,,,4.0,
720,37.0,Male,IT,12.0,125285.0,8.0,25.0,4.0,2.0
721,30.0,Male,IT,2.0,55822.0,4.0,21.0,2.0,
722,45.0,Male,IT,0.0,107530.0,10.0,0.0,3.0,5.0
723,65.0,Male,IT,3.0,112392.0,2.0,11.0,1.0,
724,46.0,Male,IT,,,6.0,23.0,4.0,5.0
725,30.0,Male,Finance,17.0,55276.0,3.0,29.0,1.0,3.0
726,63.0,Female,,5.0,73039.0,8.0,,2.0,3.0
727,52.0,Female,Finance,9.0,111972.0,3.0,22.0,5.0,8.0
728,23.0,Male,Marketing,,32987.0,2.0,1.0,1.0,
729,35.0,Male,Finance,11.0,38330.0,9.0,2.0,1.0,1.0
730,,Male,IT,7.0,,9.0,5.0,,
731,64.0,Male,Sales,12.0,94558.0,9.0,18.0,2.0,2.0
732,42.0,Male,Marketing,17.0,48521.0,3.0,20.0,4.0,8.0
733,19.0,Female,Sales,13.0,129131.0,2.0,19.0,5.0,4.0
734,27.0,Male,IT,10.0,105811.0,4.0,20.0,5.0,7.0
735,47.0,Male,,9.0,120084.0,2.0,39.0,1.0,3.0
736,62.0,Male,Sales,5.0,78119.0,8.0,3.0,5.0,10.0
737,22.0,Male,Finance,12.0,144619.0,10.0,24.0,2.0,
738,50.0,Female,IT,9.0,57552.0,1.0,6.0,2.0,9.0
739,18.0,,Finance,11.0,145936.0,2.0,6.0,2.0,
740,,Male,Finance,0.0,124761.0,6.0,32.0,1.0,2.0
741,49.0,Female,IT,17.0,67603.0,9.0,25.0,3.0,8.0
742,64.0,Male,Marketing,12.0,58940.0,,16.0,2.0,9.0
743,28.0,Female,HR,3.0,75965.0,5.0,7.0,,
744,38.0,Female,HR,,38377.0,5.0,25.0,5.0,10.0
745,43.0,Male,,17.0,98978.0,3.0,14.0,2.0,10.0
746,42.0,Female,HR,4.0,92308.0,8.0,,3.0,
747,39.0,Male,Sales,17.0,102938.0,6.0,18.0,1.0,2.0
748,44.0,Female,Marketing,4.0,65961.0,10.0,6.0,2.0,10.0
749,30.0,Male,Finance,6.0,126679.0,2.0,0.0,1.0,10.0
750,50.0,Male,Finance,8.0,34928.0,5.0,38.0,3.0,2.0
751,51.0,Female,IT,2.0,39604.0,4.0,36.0,2.0,3.0
752,58.0,Female,Finance,11.0,78029.0,10.0,17.0,2.0,4.0
753,52.0,Other,Sales,19.0,123300.0,9.0,7.0,2.0,
754,18.0,Female,Sales,13.0,43777.0,4.0,14.0,,4.0
755,38.0,Male,IT,7.0,70364.0,8.0,5.0,2.0,
756,65.0,Male,Finance,11.0,82068.0,1.0,36.0,2.0,6.0
757,23.0,Male,HR,6.0,55591.0,5.0,21.0,3.0,6.0
758,45.0,Male,HR,8.0,100073.0,9.0,10.0,3.0,
759,34.0,Male,Marketing,11.0,91478.0,3.0,25.0,4.0,10.0
760,22.0,Female,IT,3.0,86203.0,6.0,7.0,,6.0
761,48.0,Male,Marketing,4.0,61905.0,10.0,8.0,5.0,1.0
762,,Male,HR,8.0,142236.0,6.0,12.0,1.0,7.0
763,55.0,Male,HR,6.0,133949.0,6.0,2.0,2.0,9.0
764,20.0,Female,HR,13.0,,4.0,2.0,4.0,0.0
765,40.0,Female,Marketing,19.0,64703.0,7.0,6.0,5.0,5.0
766,54.0,Female,IT,16.0,87193.0,3.0,2.0,3.0,10.0
767,54.0,Male,Sales,0.0,121580.0,6.0,10.0,1.0,2.0
768,27.0,Female,Sales,,67306.0,10.0,27.0,4.0,5.0
769,27.0,Male,HR,14.0,99962.0,5.0,30.0,,5.0
770,36.0,Female,IT,0.0,92432.0,,8.0,,7.0
771,34.0,Female,IT,14.0,31358.0,2.0,26.0,4.0,3.0
772,38.0,Male,Finance,1.0,108959.0,1.0,11.0,2.0,
773,31.0,Female,Finance,3.0,64537.0,8.0,7.0,4.0,1.0
774,26.0,Female,Marketing,16.0,57337.0,1.0,,4.0,5.0
775,63.0,Male,Finance,15.0,93247.0,5.0,21.0,2.0,2.0
776,18.0,Female,,17.0,121301.0,5.0,17.0,4.0,
777,62.0,Male,Sales,20.0,76493.0,1.0,29.0,3.0,8.0
778,30.0,Male,HR,,47576.0,9.0,10.0,3.0,
779,21.0,Male,IT,7.0,65584.0,5.0,1.0,1.0,0.0
780,18.0,Male,Sales,,69035.0,9.0,,1.0,3.0
781,57.0,Female,Sales,19.0,123733.0,6.0,25.0,4.0,10.0
782,49.0,Male,Marketing,1.0,53409.0,7.0,13.0,,7.0
783,51.0,Female,HR,18.0,34856.0,7.0,27.0,2.0,9.0
784,45.0,Male,Marketing,12.0,125980.0,2.0,34.0,4.0,3.0
785,48.0,Other,Sales,20.0,117137.0,5.0,5.0,2.0,
786,25.0,Female,,5.0,143723.0,2.0,35.0,5.0,
787,56.0,Female,Finance,5.0,112962.0,4.0,,1.0,1.0
788,43.0,Male,Marketing,,117163.0,3.0,33.0,4.0,4.0
